date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:12	56108/56108	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20May%202014%2002:31:42%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify.woff?-fvbane	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify9f24.woff	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css)
11:39:16	78584/78584	---M--	200	added ('OK')	font/ttf	date:Sat,%2024%20May%202014%2002:31:42%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify.ttf?-fvbane	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify9f24.ttf	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css)
11:39:21	234269/234269	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2024%20May%202014%2002:31:42%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify.svg?-fvbane	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/themify9f24.svg	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/themify-icons.css)
11:39:22	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jul%202016%2014:45:46%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont.eot?v=4.6.3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont5b62.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css)
11:39:26	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jul%202016%2014:45:46%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont.eot?	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfontd41d.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css)
11:39:29	71896/71896	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Jul%202016%2014:45:46%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont5b62.woff2	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css)
11:39:32	90412/90412	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Jul%202016%2014:45:46%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont.woff?v=4.6.3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont5b62.woff	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css)
11:39:37	152796/152796	---M--	200	added ('OK')	font/ttf	date:Mon,%2025%20Jul%202016%2014:45:46%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont5b62.ttf	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css)
11:39:41	14196/14196	---M--	200	added ('OK')	font/ttf	date:Mon,%2011%20Apr%202022%2017:25:30%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticon.ttf?7be827e199392bb56ae95dacf43f5036	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticone679.ttf	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css)
11:39:41	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Jul%202016%2014:45:46%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont.svg?v=4.6.3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/fontawesome-webfont5b62.svg	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/font-awesome.min.css)
11:39:43	8476/8476	---M--	200	added ('OK')	font/woff	date:Mon,%2011%20Apr%202022%2017:25:30%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticon.woff?7be827e199392bb56ae95dacf43f5036	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticone679.woff	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css)
11:39:46	7164/7164	---M--	200	added ('OK')	font/woff2	date:Mon,%2011%20Apr%202022%2017:25:30%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticon.woff2?7be827e199392bb56ae95dacf43f5036	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticone679.woff2	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css)
11:39:49	14364/14364	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2011%20Apr%202022%2017:25:30%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticon.eot?7be827e199392bb56ae95dacf43f5036	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticone679.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css)
11:39:52	160978/160978	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Apr%202022%2017:33:08%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticon.svg?7be827e199392bb56ae95dacf43f5036	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/flaticone679.svg	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/flaticon.css)
11:39:53	678/678	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2008%20Dec%202023%2004:39:47%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.video.play.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.video.play.60.delayed	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.carousel.css)
11:39:55	4178/4178	---M--	200	added ('OK')	image/gif	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/ajax-loader.gif	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/ajax-loader.gif	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css)
11:39:58	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.eot	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css)
11:40:01	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.eot?	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slickd41d.eot	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css)
11:40:03	1380/1380	---M--	200	added ('OK')	font/woff	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.woff	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.woff	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css)
11:40:07	1892/1892	---M--	200	added ('OK')	font/ttf	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.ttf	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.ttf	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css)
11:40:12	2152/2152	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2006%20May%202016%2006:35:48%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.svg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/fonts/slick.svg	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/slick-theme.css)
11:40:17	1362/1362	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2006:44:54%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_sprite.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_sprite.png	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css)
11:40:19	6567/6567	---M--	200	added ('OK')	image/gif	date:Sun,%2016%20Oct%202016%2006:44:54%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_loading.gif	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_loading.gif	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css)
11:40:21	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2016%20Oct%202016%2006:44:54%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/blank.gif	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/blank.gif	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css)
11:40:25	1003/1003	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2006:44:54%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_overlay.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_overlay.png	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css)
11:40:27	6553/6553	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2006:44:54%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_sprite@2x.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_sprite@2x.png	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css)
11:40:31	13984/13984	---M--	200	added ('OK')	image/gif	date:Sun,%2016%20Oct%202016%2006:44:54%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_loading@2x.gif	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/fancybox/fancybox_loading@2x.gif	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/jquery.fancybox.css)
11:40:33	1011/1011	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2016:25:12%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/select-icon.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/select-icon.png	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:40:38	156589/156589	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Apr%202022%2012:53:26%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/page-title2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/page-title2.jpg	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:40:39	678/678	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2008%20Dec%202023%2004:40:33%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/bg-2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/bg-2.6f.delayed	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:40:42	678/678	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2008%20Dec%202023%2004:40:37%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/Single-title-shape2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/Single-title-shape2.70.delayed	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:40:46	38759/38759	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Apr%202022%2017:54:32%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/blog/shape.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/blog/shape.png	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:40:49	1011/1011	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2016:27:28%20GMT	https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/select-icon2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/select-icon2.png	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:40:51	745/745	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Dec%202023%2004:40:45%20GMT	https://demo-joomla.chipblue.net/elito/index.php/home/home-2?format=feed&type=rss	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/home/home-2c0d0	(from https://demo-joomla.chipblue.net/elito/index.php/home/home-2)
11:40:54	791/791	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2008%20Dec%202023%2004:40:47%20GMT	https://demo-joomla.chipblue.net/elito/index.php/home/home-2?format=feed&type=atom	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/home/home-27b17	(from https://demo-joomla.chipblue.net/elito/index.php/home/home-2)
11:40:57	678/678	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2008%20Dec%202023%2004:40:51%20GMT	https://demo-joomla.chipblue.net/elito/about.html	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/about.75.delayed	(from https://demo-joomla.chipblue.net/elito/index.php/home/home-2)
11:41:01	62081/62081	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:04:10%20GMT	https://demo-joomla.chipblue.net/elito/images/about.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/about.jpg	(from https://demo-joomla.chipblue.net/elito/index.php/home/home-2)
11:41:03	738/738	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Dec%202023%2004:40:57%20GMT	https://demo-joomla.chipblue.net/elito/index.php/about?format=feed&type=rss	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/aboutc0d0	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:07	778/778	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2008%20Dec%202023%2004:41:00%20GMT	https://demo-joomla.chipblue.net/elito/index.php/about?format=feed&type=atom	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/about7b17	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:12	156589/156589	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Apr%202022%2012:53:26%20GMT	https://demo-joomla.chipblue.net/elito/images/page-title2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/page-title2.jpg	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:13	39073/39073	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2015:04:10%20GMT	https://demo-joomla.chipblue.net/elito/images/about2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/about2.jpg	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:15	2066/2066	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2014:55:54%20GMT	https://demo-joomla.chipblue.net/elito/images/partners/1.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/partners/1.png	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:19	1263/1263	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2014:55:54%20GMT	https://demo-joomla.chipblue.net/elito/images/partners/2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/partners/2.png	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:21	1433/1433	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2014:55:54%20GMT	https://demo-joomla.chipblue.net/elito/images/partners/3.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/partners/3.png	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:24	1288/1288	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Apr%202022%2014:55:54%20GMT	https://demo-joomla.chipblue.net/elito/images/partners/4.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/partners/4.png	(from https://demo-joomla.chipblue.net/elito/index.php/about)
11:41:27	744/744	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Dec%202023%2004:41:20%20GMT	https://demo-joomla.chipblue.net/elito/index.php/services?format=feed&type=rss	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/servicesc0d0	(from https://demo-joomla.chipblue.net/elito/index.php/services)
11:41:31	787/787	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2008%20Dec%202023%2004:41:24%20GMT	https://demo-joomla.chipblue.net/elito/index.php/services?format=feed&type=atom	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/services7b17	(from https://demo-joomla.chipblue.net/elito/index.php/services)
11:41:35	746/746	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Dec%202023%2004:41:28%20GMT	https://demo-joomla.chipblue.net/elito/index.php/portfolio?format=feed&type=rss	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/portfolioc0d0	(from https://demo-joomla.chipblue.net/elito/index.php/portfolio)
11:41:38	790/790	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2008%20Dec%202023%2004:41:31%20GMT	https://demo-joomla.chipblue.net/elito/index.php/portfolio?format=feed&type=atom	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/portfolio7b17	(from https://demo-joomla.chipblue.net/elito/index.php/portfolio)
11:41:42	3878/3878	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Dec%202023%2004:41:35%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog?format=feed&type=rss	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blogc0d0	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:41:45	6234/6234	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2008%20Dec%202023%2004:41:38%20GMT	https://demo-joomla.chipblue.net/elito/index.php/blog?format=feed&type=atom	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/blog7b17	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:41:48	1104/1104	---MC-	200	added ('OK')	application/opensearchdescription+xml	date:Fri,%2008%20Dec%202023%2004:41:41%20GMT	https://demo-joomla.chipblue.net/elito/index.php/component/finder/search?format=opensearch&Itemid=101	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/component/finder/search1662	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:41:50	1925/1925	---M--	200	added ('OK')	text/css	date:Sun,%2006%20Nov%202022%2023:52:02%20GMT	https://demo-joomla.chipblue.net/elito/media/vendor/awesomplete/css/awesomplete.css?1.1.5	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/vendor/awesomplete/css/awesomplete75d0.css	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:41:52	1378/1378	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:40%20GMT	https://demo-joomla.chipblue.net/elito/media/com_finder/js/finder-es5.min.js?bad573eb3c559a3e1070529bf0ccb8d8745ba5f3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/com_finder/js/finder-es5.min1eb6.js	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:41:55	7480/7480	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:02%20GMT	https://demo-joomla.chipblue.net/elito/media/vendor/awesomplete/js/awesomplete.min.js?1.1.5	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/vendor/awesomplete/js/awesomplete.min75d0.js	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:41:58	1289/1289	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:40%20GMT	https://demo-joomla.chipblue.net/elito/media/com_finder/js/finder.min.js?29fe670bb180ec95c613a0e6aa6df738d9de97d4	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/com_finder/js/finder.min87ac.js	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:42:02	16096/16096	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:51:50%20GMT	https://demo-joomla.chipblue.net/elito/images/blog/about-widget.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog/about-widget.jpg	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:42:04	10673/10673	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2016:57:46%20GMT	https://demo-joomla.chipblue.net/elito/images/blog/ab.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog/ab.png	(from https://demo-joomla.chipblue.net/elito/index.php/blog)
11:42:10	742/742	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2008%20Dec%202023%2004:42:03%20GMT	https://demo-joomla.chipblue.net/elito/index.php/contact?format=feed&type=rss	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/contactc0d0	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:13	784/784	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2008%20Dec%202023%2004:42:07%20GMT	https://demo-joomla.chipblue.net/elito/index.php/contact?format=feed&type=atom	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/index.php/contact7b17	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:16	2058/2058	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Nov%202022%2015:56:58%20GMT	https://demo-joomla.chipblue.net/elito/modules/mod_bluecontact/css/style.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/modules/mod_bluecontact/css/style.css	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:20	2321/2321	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Nov%202022%2015:56:58%20GMT	https://demo-joomla.chipblue.net/elito/modules/mod_bluecontact/css/modal.css	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/modules/mod_bluecontact/css/modal.css	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:24	128814/128814	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:14%20GMT	https://demo-joomla.chipblue.net/elito/media/vendor/webcomponentsjs/js/webcomponents-bundle.min.js?2.6.0	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/vendor/webcomponentsjs/js/webcomponents-bundle.min783c.js	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:25	2717/2717	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:40%20GMT	https://demo-joomla.chipblue.net/elito/media/system/js/joomla-hidden-mail-es5.min.js?8043bcfe22c1d170882efc3d000f60163f4a88b3	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/system/js/joomla-hidden-mail-es5.mind7b0.js	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:28	1352/1352	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202022%2023:52:40%20GMT	https://demo-joomla.chipblue.net/elito/media/system/js/joomla-hidden-mail.min.js?6d18a0e3df2fb871b5bc7538c44a395beddb1c08	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/media/system/js/joomla-hidden-mail.min1cb6.js	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:33	51364/51364	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202022%2015:56:58%20GMT	https://demo-joomla.chipblue.net/elito/modules/mod_bluecontact/js/modernizr.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/modules/mod_bluecontact/js/modernizr.js	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:34	4981/4981	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202022%2015:56:58%20GMT	https://demo-joomla.chipblue.net/elito/modules/mod_bluecontact/js/main.js	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/modules/mod_bluecontact/js/main.js	(from https://demo-joomla.chipblue.net/elito/index.php/contact)
11:42:38	31192/31192	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:53:24%20GMT	https://demo-joomla.chipblue.net/elito/images/blog-details/1.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog-details/1.jpg	(from https://demo-joomla.chipblue.net/elito/index.php/blog/have-evolved-over-the-years-sometimes-accident)
11:42:42	0/-1	---M--	500	error ('')			https://demo-joomla.chipblue.net/elito/service-single.html	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/service-single.html	(from https://demo-joomla.chipblue.net/elito/)
11:42:42	0/-1	---M--	500	error ('')			https://demo-joomla.chipblue.net/elito/pricing.html	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/pricing.html	(from https://demo-joomla.chipblue.net/elito/)
11:42:42	37549/37549	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Apr%202022%2014:53:24%20GMT	https://demo-joomla.chipblue.net/elito/images/blog-details/2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/images/blog-details/2.jpg	(from https://demo-joomla.chipblue.net/elito/index.php/blog/have-evolved-over-the-years-sometimes-accident)
11:42:42	0/-1	---M--	500	error ('')			https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.video.play.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.video.play.html	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/css/owl.carousel.css)
11:42:42	0/-1	---M--	500	error ('')			https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/bg-2.jpg	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/bg-2.html	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
11:42:42	0/-1	---M--	500	error ('')			https://demo-joomla.chipblue.net/elito/templates/elito/assets/images/Single-title-shape2.png	D:/CyberCam/Portfolio/demo-joomla.chipblue.net/elito/templates/elito/assets/images/Single-title-shape2.html	(from https://demo-joomla.chipblue.net/elito/templates/elito/assets/sass/style.css)
